Chinese Sentence,Chinese NER Tagged
我一直都是个技术控 这工作太棒了,[]
然而这工作有个小缺点 那就是 我的email地址会出现在每个专栏底部,[]
对此我的体会是 -- 首先 你会收到无数email,[]
如果你感到孤单 就去找份纽约时报专栏的工作 因为你会收到成百 上千 上万的email。如今我收到最多的email,"[('纽约', 'ns', 8, 9)]"
是有关挫折的,[]
人们感到 -- 唔 我的屏幕上刚弹出一个通知 好在你们看不到,[]
人们感到在被淹没 他们觉得有太多技术 更新太快,[]
有时候技术是好的 但我觉得在支持体系上还做得不够,[]
没有足够的帮助 没有足够的精力被用于,[]
设计易用和人们乐于使用的产品,[]
"有一次我写了篇专栏 记录了我呼叫戴尔技术支持的经历 不到12小时 纽约时报的网站上就出现了 超过700条读者留言。有人说 ""我也是!""","[('戴尔', 'nr', 12, 13), ('纽约', 'ns', 21, 22)]"
"""这是我的伤心往事""。我称之为软件焦虑",[]
老实说 懂得在这种挫折上动脑筋 从而赚钱的人会 -- 哦 那东东怎么出来了? 开玩笑的,[]
那为何这问题越来越严重? 一方面的原因是,[]
很讽刺的 因为行业花了大把精力 为了使产品更易于使用,[]
我来举个例子,[]
这是以前计算机界面的样子 DOS,[]
随着时间推移它变得更易于使用,[]
这是原始的Mac操作系统,[]
里根还是总统 麦当娜还是黑头发,"[('里根', 'nr', 0, 1), ('麦当娜', 'nr', 3, 4)]"
整个操作系统 -- 这就是好的地方 -- 整个操作系统只有211k,[]
Mac OS X的logo都不止211k!,[]
讽刺就在于 当这些东西变得更易于使用 更非技术 更广泛的受众就开始了与其的 第一次亲密接触,[]
我曾有幸在苹果的呼叫中心坐了一天,[]
接线员给了我一个旁听的耳麦,[]
"那些通话 -- 你知道他们是怎么说的 ""为保证服务质量，您的通话可能会被录音""",[]
唔唔 您的通话可能会被录音 于是他们就能够收集最好玩的小白用户故事 刻成CD分发,[]
他们真的做了,[]
我有份拷贝,[]
就在你的礼物包里。不不,[]
里面有你的声音,[]
有些故事堪称经典 然而也非常容易理解,[]
一位女性向苹果抱怨说,[]
她的鼠标在吱吱叫 -- 发出嘎吱嘎吱的响声,[]
"技术人员问 ""女士, 您的鼠标在吱吱叫是什么意思?""",[]
"她说 ""我只知道 我让它在屏幕上动得越快它就叫得越响""",[]
"技术人员又问 ""女士, 您把鼠标贴在屏幕上动?""",[]
"她说 ""提示里讲, '点此处继续.'""  如果你们喜欢那个故事...还剩多少时间?",[]
另一个男人的真实故事! 他的电脑宕机了 他告诉技术人员 他无法重启电脑 不管他输入多少次11,[]
"技术人员说 ""啥? 您为啥要输入11?"" 他说,",[]
"""提示里讲, '错误输入11.'""  因此我们必须承认我们无法指责用户",[]
但是为何技术超载危机 复杂度危机 正在加速呢? 在硬件行业中,[]
因为我们消费者希望东西更小 更小 更小,[]
因此那些小玩意儿也变得越来越小 但我们的手指还是原来大小,[]
因此行业正不断面临挑战,[]
软件行业则面临另一个问题 强制发布越来越多的版本,[]
如果你买了个花瓶 或是块糖 你可以拥有它. 但如果是软件,[]
"则更像是加入俱乐部 每年缴纳会费 于是每年 他们都会说 ""我们加入了更多功能, 只卖$99.""",[]
我认识有人多年来单在Photoshop上就花了$4000,[]
软件公司将它们收益的35% 用于这些软件升级,[]
我称之为 软件升级佯谬 -- 当你增强一个软件足够多次 你最终会毁了它,[]
我是说 Microsoft Word仅仅是一个文字处理器的时代 还要追溯到艾森豪威尔,[]
但替代方案在哪? 微软实际做过这个实验. 他们说,"[('微软', 'nt', 6, 7)]"
"""等等. 每个人都抱怨说我们加入了太多特性",[]
"让我们做一个单纯的文字处理器 简单, 纯粹, 不编辑网页, 不是数据库.""",[]
于是就有了 Microsoft Write,[]
你们中没人知道它 因为它已死,[]
它被打入冷宫 没人买过它,[]
我称之为 运动器械原则. 人们喜欢将自己包围在,[]
非必须的能力中,[]
"他们不需要数据库和网站 但是他们会想 ""好, 我要升级, 因为我或许有一天会需要它!""",[]
问题是 当你加入更多特性 它们会在哪儿?,[]
你会把它们放在哪里? 你有那么多设计工具,[]
你可以做出按钮 滑块 弹出菜单 子菜单,[]
但如果你不仔细选择的话 就会变成这样,[]
这是张未加修饰的 -- 不是笑话 -- 未加修饰的Microsoft Word的照片 你们都有的版本 打开了所有的工具条,[]
显然你们从未打开过所有工具条 你们用于输入的就只是这~么小个窗口,[]
我们已进入了界面矩阵时代 有那么多特性和选项 你不得不做出2维的 垂直的和水平的. 你们都抱怨过 为什么Microsoft Word总是自动为列表加项目符号 为链接加下划线,[]
关闭选项就在某处,[]
我说真的 就在某处,[]
设计一个简单界面的艺术 部分在于 知道何时使用何种特性,[]
这是Windows 2000的注销对话框,[]
只有4个选项 但为何是在弹出菜单里?,[]
屏幕上剩下的地方并非满是其他组件 使得你需要折叠选项,[]
他们其实可以把选项放到外面,[]
这是苹果的同一个对话框,[]
谢谢 -- 是我设计了这个对话框. 不不不,[]
我们已经看到苹果和微软 对于软件设计有着相当不同的方法,"[('微软', 'nt', 5, 6)]"
微软达到简单的方法是 拆分 采用更多的步骤,"[('微软', 'nt', 0, 1)]"
于是这些向导变得到处都是,[]
你们知道 新版本的Windows今年秋天推出,[]
如果他们继续这么做 没人知道 他们会做成什么样,[]
"欢迎来到 输入一个单词 向导. 好吧 让我们点""下一步""继续",[]
"从下拉菜单中, 选择您要输入的第一个字母. 恩",[]
因此我们做事要有限度 但答案在哪?,[]
如何才能将所有这些特性以简单 智能的方式包装起来?,[]
"我信仰 ""保持一致"" ""真实对等"" ""使用回收站"" ""使用标注""",[]
"但我请求在场的设计师们 打破这些规则 如果它们抵触了最大一条规则 那就是""智能"". 什么意思呢?",[]
我会举一些例子 说明智能让某些事物 失去一致 但却更好,[]
比如你在网上购物 你需要输入你的地址 以及你所在的国家 好了,[]
世界上有200多个国家. 我们常说互联网是地球村,[]
对不起 它还不是,[]
主要是美国 欧洲和日本,"[('美国', 'ns', 2, 3), ('欧洲', 'ns', 3, 4), ('日本', 'ns', 5, 6)]"
"但为何美国在""U""字部?","[('美国', 'ns', 2, 3)]"
你得要滚动7个屏才能找到它,[]
"虽然把美国放在第一位会不一致 但这显得智能. 另一个老故事 看在上帝的份上 为何关闭一台Windows PC时 要点""开始""按钮?","[('美国', 'ns', 2, 3)]"
另一个我经常说的故事: 你有一台打印机,[]
大多数时候 你只想打印文档的一份拷贝 按照页码顺序排列,[]
看在上帝的份上 为何每次打印时你都会看到这个?,[]
看上去就像747的驾驶舱,[]
"看这里底部的按钮 还不是""打印""",[]
我不是说苹果是唯一一家 将简单视为信条的公司,[]
Palm也是 尤其是在过去 精于此道,"[('Palm', 'nr', 0, 1)]"
我曾在90年代Palm鼎盛时去作过演讲 结束后 我遇到一位员工,"[('Palm', 'nt', 5, 6)]"
"他说 ""很精彩"" 我说 ""谢谢, 你是做什么的?""",[]
"他说 ""我是点击计数员""",[]
"我说 ""你是啥?"" 他说 ""我们的CEO Jeff Hawkins说 任何在Palm Pilot上的任务如果需要超过3次点击 那就太长了, 需要重新设计.' 所以我是点击计数员.""","[('Jeff', 'nr', 14, 15), ('Hawkins', 'nr', 15, 16)]"
我来举个例子 如果一个公司没有 点击计数员,[]
这是Microsoft Word. 当你需要创建一个新文档 -- 这是能做到的!,[]
"你到""文件""菜单里选择""新建""",[]
"选了""新建""后会发生什么? 你得到新文档了么?",[]
没有,[]
在显示器的另一端 出现了一个任务栏 在这些链接之中 -- 不是在顶部 顺带一提 -- 有一个按钮会创建新文档,[]
这就是不计算点击数的公司,[]
你们知道 我不想只是站在这里取笑微软,"[('微软', 'nt', 10, 11)]"
听众: 继续 David Pogue: 当然,"[('Pogue', 'nt', 4, 5)]"
比尔盖茨之歌!,"[('比尔盖茨', 'nr', 0, 1)]"
我一直是个geek 我写了第一个DOS♪,[]
我把我的软件和IBM绑在一起♪ 我拿利润 他们拿亏损♪,[]
我的代码让全世界运转♪,[]
我向每个人收专利费♪,[]
有时代码是垃圾 但媒体都已被忽悠♪,[]
你买硬件 我卖代码♪,[]
每个软件公司都在做微软的研发♪,"[('微软', 'nt', 7, 8)]"
这年头你无法独享好点子♪,[]
连Window也是个hack 松散地基于Mac♪,[]
因为它又大又慢 你没有其他选择 我不是为了受赞扬而工作♪,[]
我的代码适用于今天的世界♪,[]
各方面都平庸♪,[]
我们已进入行星统治模式♪,[]
你没有选择 只能买我的代码♪,[]
我是比尔盖茨 我写了代码♪,"[('比尔盖茨', 'nr', 2, 3)]"
但事实上 我相信有两个微软,"[('微软', 'nt', 8, 9)]"
旧的一个 要为Windows和Office负责,[]
他们渴望将旧东西扔掉 从头再来,[]
但他们不能. 他们被锁住了 因为那么多插件 和其他公司的东西都被锁在了1982年的底盘里,[]
但也有一家新的微软 做着好而简单的界面设计,"[('微软', 'nt', 7, 8)]"
我喜欢Media Center PC. 我喜欢微软的SPOT手表,"[('微软', 'nt', 8, 9)]"
这种无线手表可悲地在市场中受挫 但这不是因为它的设计简单和美观,[]
这样说吧 你会买个手表 每个月付$10 每晚都要跟你的手机一样充电 当你离开你的区域代码时就会罢工么?,[]
迹象表明复杂度危机只会变得更糟,[]
还有希望吗? 屏幕正变得更小,[]
人们正在启蒙 把手册放进盒子里 新事物出现得越来越快,[]
"有意思的是 -- 当史蒂夫乔布斯1997年回到苹果 是在离开了12年之后 在MacWorld展会上 他站到台上 穿着那套黑色圆领毛衣和牛仔裤 他做了这个动作. 人群沸腾了 但我在想 我在哪里见过这个? 我刚看过电影""贝隆夫人"" --  -- 麦当娜主演. 你知道 我得为史蒂夫乔布斯唱上一曲","[('史蒂夫乔布斯', 'nr', 5, 6), ('贝隆', 'nr', 60, 61), ('麦当娜', 'nr', 64, 65), ('史蒂夫乔布斯', 'nr', 72, 73)]"
这不会简单. 你会认为我奇怪♪,[]
当我尝试解释为何我回来了♪ 在告诉媒体苹果的未来一片黑暗之后♪,[]
你不会相信我♪,[]
你所看到的只是个在车库发家的小屁孩♪ 和一个叫Woz的兄弟一起♪,[]
"你试试跟""车库""押韵!",[]
别为我哭泣 库比蒂诺♪,"[('库比蒂诺', 'nr', 4, 5)]"
我从未离开你们♪,[]
我知道了内情 找到了诀窍♪,[]
我在皮克斯发了财♪,"[('皮克斯', 'ns', 2, 3)]"
别为我哭泣 库比蒂诺. 我仍有动力和远景♪,"[('库比蒂诺', 'nr', 4, 5)]"
我仍不管季节穿拖鞋. 只不过眼下♪ 它们是古资牌的♪,[]
谢谢. 史蒂夫乔布斯一直都信仰简单,"[('史蒂夫乔布斯', 'nr', 2, 3)]"
优雅 与美. 事实上 我一直有些沮丧 因为美国人明显不识货 因为Mac只有3%市场份额 而Windows有95% 人们不认同它的价值,"[('美国', 'ns', 10, 11)]"
